Modified iata,Modified name,Modified city,Modified state,Modified country,Modified latitude,Modified longitude
Modified AVC,Modified Mecklenburg-Brunswick Regional,Modified South Hill,Modified VA,Modified USA,Modified 36.68827778,Modified -78.05447222
Modified AVK,Modified Alva Regional,Modified Alva,Modified OK,Modified USA,Modified 36.77317,Modified -98.66994611
Modified AVL,Modified Asheville Regional,Modified Asheville,Modified NC,Modified USA,Modified 35.43619444,Modified -82.54180556
Modified AVO,Modified Avon Park Municipal,Modified Avon Park,Modified FL,Modified USA,Modified 27.591145,Modified -81.52785333
Modified AVP,Modified Wilkes-Barre/Scranton Intl,Modified Wilkes-Barre/Scranton,Modified PA,Modified USA,Modified 41.33814944,Modified -75.7242675
Modified AVQ,Modified Marana Northwest Regional,Modified Marana,Modified AZ,Modified USA,Modified 32.40939028,Modified -111.2185086
Modified AVX,Modified Catalina,Modified Avalon,Modified CA,Modified USA,Modified 33.40494444,Modified -118.4158611
Modified AWG,Modified Washington Municipal,Modified Washington,Modified IA,Modified USA,Modified 41.27610083,Modified -91.67344389
Modified AWI,Modified Wainwright,Modified Wainwright,Modified AK,Modified USA,Modified 70.638,Modified -159.99475
Modified AWM,Modified West Memphis Municipal,Modified West Memphis,Modified AR,Modified USA,Modified 35.13505861,Modified -90.23444639
Modified AWO,Modified Arlington Municipal,Modified Arlington,Modified WA,Modified USA,Modified 48.16074833,Modified -122.1590208
Modified AXA,Modified Algona Municipal,Modified Algona,Modified IA,Modified USA,Modified 43.07791056,Modified -94.27199278
Modified AXN,Modified Chandler,Modified Alexandria,Modified MN,Modified USA,Modified 45.86629833,Modified -95.39466806
Modified AXS,Modified Altus Municipal,Modified Altus,Modified OK,Modified USA,Modified 34.69878194,Modified -99.3381
Modified AXV,Modified Neil Armstrong,Modified Wapakoneta,Modified OH,Modified USA,Modified 40.49338889,Modified -84.29894444
Modified AXX,Modified Angel Fire,Modified Angel Fire,Modified NM,Modified USA,Modified 36.42240972,Modified -105.2892967
Modified AYS,Modified Waycross-Ware County,Modified Waycross,Modified GA,Modified USA,Modified 31.24905556,Modified -82.39530556
Modified AZC,Modified Colorado City Municipal,Modified Colorado City,Modified AZ,Modified USA,Modified 36.95994444,Modified -113.0138889
Modified AZE,Modified Hazelhurst,Modified Hazelhurst,Modified GA,Modified USA,Modified 31.88465639,Modified -82.64738778
Modified AZO,Modified Kalamazoo County,Modified Kalamazoo,Modified MI,Modified USA,Modified 42.234875,Modified -85.5520575
Modified B01,Modified Granville,Modified Granville,Modified NY,Modified USA,Modified 43.42507111,Modified -73.26205306
Modified B08,Modified Silver Springs,Modified Silver Springs,Modified NV,Modified USA,Modified 39.40324917,Modified -119.2518292
Modified B16,Modified Whitford,Modified Weedsport,Modified NY,Modified USA,Modified 43.08027611,Modified -76.53837556
Modified B19,Modified Biddeford Municipal,Modified Biddeford,Modified ME,Modified USA,Modified 43.46411111,Modified -70.47238889
Modified B21,Modified Sugarloaf Regional,Modified Carrabasset,Modified ME,Modified USA,Modified 45.08616639,Modified -70.21617778
Modified BAF,Modified Barnes Municipal,Modified Westfield,Modified MA,Modified USA,Modified 42.15773111,Modified -72.71562028
Modified BAK,Modified Columbus Municipal,Modified Columbus,Modified IN,Modified USA,Modified 39.26191861,Modified -85.89634556
Modified BAM,Modified Battle Mountain,Modified Battle Mountain,Modified NV,Modified USA,Modified 40.59904583,Modified -116.8743358
Modified BAX,Modified Huron County Memorial,Modified Bad Axe,Modified MI,Modified USA,Modified 43.78091667,Modified -82.98566667
Modified BAZ,Modified New Braunfels Municipal,Modified New Braunfels,Modified TX,Modified USA,Modified 29.7045,Modified -98.04222222
Modified BBB,Modified Benson Municipal,Modified Benson,Modified MN,Modified USA,Modified 45.3319325,Modified -95.650565
Modified BBD,Modified Curtis,Modified Brady,Modified TX,Modified USA,Modified 31.17816667,Modified -99.32463889
Modified BBP,Modified Marlboro County,Modified Bennettsville,Modified SC,Modified USA,Modified 34.62170861,Modified -79.73435944
Modified BBW,Modified Broken Bow Municipal,Modified Broken Bow,Modified NE,Modified USA,Modified 41.43645056,Modified -99.64216861
Modified BCB,Modified Virginia Tech,Modified Blacksburg,Modified VA,Modified USA,Modified 37.20782361,Modified -80.40832778
Modified BCE,Modified Bryce Canyon,Modified Bryce Canyon,Modified UT,Modified USA,Modified 37.70637111,Modified -112.1454725
Modified BCK,Modified Black River Falls Area,Modified Black River Falls,Modified WI,Modified USA,Modified 44.25073861,Modified -90.85528028
Modified BCT,Modified Boca Raton,Modified Boca Raton,Modified FL,Modified USA,Modified 26.37848667,Modified -80.10769667
Modified BCV,Modified Birchwood,Modified Birchwood,Modified AK,Modified USA,Modified 61.41612444,Modified -149.50888
Modified BDE,Modified Baudette International,Modified Baudette,Modified MN,Modified USA,Modified 48.72741667,Modified -94.61030556
Modified BDG,Modified Blanding Muni,Modified Blanding,Modified UT,Modified USA,Modified 37.58303472,Modified -109.4832889
Modified BDL,Modified Bradley International,Modified Windsor Locks,Modified CT,Modified USA,Modified 41.93887417,Modified -72.68322833
Modified BDQ,Modified Morrilton Municipal,Modified Morrilton,Modified AR,Modified USA,Modified 35.13619528,Modified -92.71349722
Modified BDR,Modified Igor I Sikorsky Memorial,Modified Bridgeport,Modified CT,Modified USA,Modified 41.16348417,Modified -73.12617861
Modified BDX,Modified Broadus,Modified Broadus,Modified MT,Modified USA,Modified 45.433325,Modified -105.4172133
Modified BED,Modified Laurence G Hanscom,Modified Bedford,Modified MA,Modified USA,Modified 42.46995306,Modified -71.28903
Modified BEH,Modified Southwest Michigan Regional,Modified Benton Harbor,Modified MI,Modified USA,Modified 42.12858333,Modified -86.4285
Modified BET,Modified Bethel,Modified Bethel,Modified AK,Modified USA,Modified 60.77977639,Modified -161.8379975
Modified BFD,Modified Bradford Reg,Modified Bradford,Modified PA,Modified USA,Modified 41.80306778,Modified -78.64012083
Modified BFF,Modified Scotts Bluff County,Modified Scottsbluff,Modified NE,Modified USA,Modified 41.87402778,Modified -103.5956389
Modified BFI,Modified Boeing Field/King County Intl,Modified Seattle,Modified WA,Modified USA,Modified 47.52998917,Modified -122.3019561
Modified BFK,Modified Buffalo Municipal,Modified Buffalo,Modified OK,Modified USA,Modified 36.86330139,Modified -99.61873056
Modified BFL,Modified Meadows,Modified Bakersfield,Modified CA,Modified USA,Modified 35.43359806,Modified -119.0567681
Modified BFM,Modified Mobile Downtown,Modified Mobile,Modified AL,Modified USA,Modified 30.62646944,Modified -88.06799861
Modified BFR,Modified Virgil I Grissom Municipal,Modified Bedford,Modified IN,Modified USA,Modified 38.84003306,Modified -86.44536361
Modified BFW,Modified Silver Bay Municipal,Modified Silver Bay,Modified MN,Modified USA,Modified 47.24902778,Modified -91.41558333
Modified BGD,Modified Hutchinson County,Modified Borger,Modified TX,Modified USA,Modified 35.70004194,Modified -101.3940536
Modified BGE,Modified Decatur County Industrial Airpark,Modified Bainbridge,Modified GA,Modified USA,Modified 30.97152778,Modified -84.63744444
Modified BGF,Modified Winchester Municipal,Modified Winchester,Modified TN,Modified USA,Modified 35.17753417,Modified -86.06616722
Modified BGM,Modified Binghamton Regional,Modified Binghamton,Modified NY,Modified USA,Modified 42.20848278,Modified -75.97961361
Modified BGQ,Modified Big Lake Strip Nr 2,Modified Big Lake,Modified AK,Modified USA,Modified 61.53556806,Modified -149.8138975
Modified BGR,Modified Bangor International,Modified Bangor,Modified ME,Modified USA,Modified 44.80744444,Modified -68.82813889
Modified BHB,Modified Hancock Co-Bar Harbor,Modified Bar Harbor,Modified ME,Modified USA,Modified 44.44969444,Modified -68.3615
Modified BHC,Modified Baxley Municipal,Modified Baxley,Modified GA,Modified USA,Modified 31.71383333,Modified -82.39377778
Modified BHK,Modified Baker Muni,Modified Baker City,Modified MT,Modified USA,Modified 46.34763639,Modified -104.2594475
Modified BHM,Modified Birmingham International,Modified Birmingham,Modified AL,Modified USA,Modified 33.56294306,Modified -86.75354972
Modified BID,Modified Block Island State,Modified Block Island,Modified RI,Modified USA,Modified 41.16811889,Modified -71.57784167
Modified BIE,Modified Beatrice Municipal,Modified Beatrice,Modified NE,Modified USA,Modified 40.30127778,Modified -96.75411111
Modified BIG,Modified Allen AAF,Modified Delta Junction,Modified AK,Modified USA,Modified 63.99454722,Modified -145.7216417
Modified BIH,Modified Bishop,Modified Bishop,Modified CA,Modified USA,Modified 37.37309556,Modified -118.3636089
Modified BIL,Modified Billings Logan Intl,Modified Billings,Modified MT,Modified USA,Modified 45.8076625,Modified -108.5428611
Modified BIS,Modified Bismarck Municipal,Modified Bismarck,Modified ND,Modified USA,Modified 46.77411111,Modified -100.7467222
Modified BIV,Modified Tulip City,Modified Holland,Modified MI,Modified USA,Modified 42.74316667,Modified -86.10502778
Modified BJC,Modified Jeffco,Modified Denver,Modified CO,Modified USA,Modified 39.90878667,Modified -105.1172158
Modified BJI,Modified Bemidji-Beltrami County,Modified Bemidji,Modified MN,Modified USA,Modified 47.50942417,Modified -94.93372333
Modified BJJ,Modified Wayne County,Modified Wooster,Modified OH,Modified USA,Modified 40.87480556,Modified -81.88825
Modified BKD,Modified Breckenridge Stephens County,Modified Breckenridge,Modified TX,Modified USA,Modified 32.71904694,Modified -98.89099972
Modified BKE,Modified Baker City Municipal,Modified Baker City,Modified OR,Modified USA,Modified 44.83733333,Modified -117.8090833
Modified BKL,Modified Burke Lakefront,Modified Cleveland,Modified OH,Modified USA,Modified 41.5175,Modified -81.68333333
Modified BKV,Modified Hernando County,Modified Brooksville,Modified FL,Modified USA,Modified 28.47359722,Modified -82.45542139
Modified BKW,Modified Raleigh Cty Memorial,Modified Beckley,Modified WV,Modified USA,Modified 37.78732833,Modified -81.12416417
Modified BKX,Modified Brookings Municipal,Modified Brookings,Modified SD,Modified USA,Modified 44.30483333,Modified -96.81694444
Modified BLF,Modified Mercer Cty,Modified Bluefield,Modified WV,Modified USA,Modified 37.29579944,Modified -81.20769056
Modified BLH,Modified Blythe,Modified Blythe,Modified CA,Modified USA,Modified 33.61916278,Modified -114.7168764
Modified BLI,Modified Bellingham Intl,Modified Bellingham,Modified WA,Modified USA,Modified 48.79275,Modified -122.5375278
Modified BLM,Modified Allaire Arpt,Modified Belmar/Farmingdale,Modified NJ,Modified USA,Modified 40.18691806,Modified -74.12488694
Modified BLV,Modified Scott AFB/MidAmerica,Modified Belleville/St. Louis,Modified IL,Modified USA,Modified 38.54517861,Modified -89.83518444
Modified BMC,Modified Brigham City,Modified Brigham City,Modified UT,Modified USA,Modified 41.55239139,Modified -112.0622625
Modified BMG,Modified Monroe County,Modified Bloomington,Modified IN,Modified USA,Modified 39.14602139,Modified -86.61668278
Modified BMI,Modified Central Illinois Regional,Modified Bloomington,Modified IL,Modified USA,Modified 40.47798556,Modified -88.91595278
Modified BML,Modified Berlin Municipal,Modified Berlin,Modified NH,Modified USA,Modified 44.57537278,Modified -71.17593167
Modified BMQ,Modified Burnet Muni-Kate Craddock,Modified Burnet,Modified TX,Modified USA,Modified 30.73894444,Modified -98.23858333
Modified BMT,Modified Beaumont Municipal,Modified Beaumont,Modified TX,Modified USA,Modified 30.07044111,Modified -94.21553806
Modified BNA,Modified Nashville International,Modified Nashville,Modified TN,Modified USA,Modified 36.12447667,Modified -86.67818222
Modified BNF,Modified Baranof Warm Springs SPB,Modified Baranof Warm Springs,Modified AK,Modified USA,Modified 57.08882583,Modified -134.8331414
Modified BNG,Modified Banning Municipal,Modified Banning,Modified CA,Modified USA,Modified 33.92307111,Modified -116.8505756
Modified BNL,Modified Barnwell County,Modified Barnwell,Modified SC,Modified USA,Modified 33.25777778,Modified -81.38833333
Modified BNO,Modified Burns Muni,Modified Burns,Modified OR,Modified USA,Modified 43.59212778,Modified -118.9549789
Modified BNW,Modified Boone Municipal,Modified Boone,Modified IA,Modified USA,Modified 42.04956944,Modified -93.84757222
Modified BOI,Modified Boise Air Terminal,Modified Boise,Modified ID,Modified USA,Modified 43.56444444,Modified -116.2227778
Modified BOK,Modified Brookings,Modified Brookings,Modified OR,Modified USA,Modified 42.07455556,Modified -124.2900939
Modified BOS,Modified Gen Edw L Logan Intl,Modified Boston,Modified MA,Modified USA,Modified 42.3643475,Modified -71.00517917
Modified BOW,Modified Bartow Municipal,Modified Bartow,Modified FL,Modified USA,Modified 27.9433575,Modified -81.78344167
Modified BPI,Modified Big Piney-Marbleton,Modified Big Piney,Modified WY,Modified USA,Modified 42.58506972,Modified -110.1111531
Modified BPK,Modified Baxter County Regional,Modified Mountain Home,Modified AR,Modified USA,Modified 36.36894194,Modified -92.47052806
Modified BPT,Modified Southeast Texas Regional,Modified Beaumont/Port Arthur,Modified TX,Modified USA,Modified 29.95083333,Modified -94.02069444
Modified BQK,Modified Glynco Jetport,Modified Brunswick,Modified GA,Modified USA,Modified 31.25902778,Modified -81.46630556
Modified BQN,Modified Rafael Hernandez,Modified Aguadilla,Modified PR,Modified USA,Modified 18.49486111,Modified -67.12944444
Modified BRD,Modified Brainerd-Crow Wing County Regional,Modified Brainerd,Modified MN,Modified USA,Modified 46.39785806,Modified -94.1372275
Modified BRL,Modified Burlington Municipal,Modified Burlington,Modified IA,Modified USA,Modified 40.783225,Modified -91.12550556
Modified BRO,Modified Brownsville/S.Padre Island International,Modified Brownsville,Modified TX,Modified USA,Modified 25.90683333,Modified -97.42586111
Modified BRW,Modified Wiley Post Will Rogers Memorial,Modified Barrow,Modified AK,Modified USA,Modified 71.2854475,Modified -156.7660019
Modified BRY,Modified Samuels,Modified Bardstown,Modified KY,Modified USA,Modified 37.81432167,Modified -85.49963806
Modified BST,Modified Belfast Municipal,Modified Belfast,Modified ME,Modified USA,Modified 44.40966667,Modified -69.01225
Modified BTI,Modified Barter Island,Modified Kaktovik,Modified AK,Modified USA,Modified 70.13390278,Modified -143.5770444
Modified BTL,Modified W K Kellogg Regional,Modified Battle Creek,Modified MI,Modified USA,Modified 42.30727806,Modified -85.25147972
Modified BTM,Modified Bert Mooney,Modified Butte,Modified MT,Modified USA,Modified 45.95479528,Modified -112.49746
Modified BTN,Modified Britton Municipal,Modified Britton,Modified SD,Modified USA,Modified 45.81522222,Modified -97.74313889
Modified BTP,Modified Butler Cty,Modified Butler,Modified PA,Modified USA,Modified 40.77692611,Modified -79.94972417
Modified BTR,"Modified Baton Rouge Metropolitan, Ryan",Modified Baton Rouge,Modified LA,Modified USA,Modified 30.53316083,Modified -91.14963444
Modified BTT,Modified Bettles,Modified Bettles,Modified AK,Modified USA,Modified 66.91528667,Modified -151.5280556
Modified BTV,Modified Burlington International,Modified Burlington,Modified VT,Modified USA,Modified 44.47300361,Modified -73.1503125
Modified BTY,Modified Beatty,Modified Beatty,Modified NV,Modified USA,Modified 36.86105722,Modified -116.7870036
