MODIFIED IATA,MODIFIED NAME,MODIFIED CITY,MODIFIED STATE,MODIFIED COUNTRY,MODIFIED LATITUDE,MODIFIED LONGITUDE
MODIFIED 1H2,MODIFIED EFFINGHAM COUNTY MEMORIAL,MODIFIED EFFINGHAM,MODIFIED IL,MODIFIED USA,MODIFIED 39.07045083,MODIFIED -88.53351972
MODIFIED 1H3,MODIFIED LINN STATE TECH. COLLEGE,MODIFIED LINN,MODIFIED MO,MODIFIED USA,MODIFIED 38.47149444,MODIFIED -91.81531667
MODIFIED 1H8,MODIFIED CASEY MUNICIPAL,MODIFIED CASEY,MODIFIED IL,MODIFIED USA,MODIFIED 39.30250917,MODIFIED -88.00406194
MODIFIED 1I5,MODIFIED FREEHOLD,MODIFIED FREEHOLD,MODIFIED NY,MODIFIED USA,MODIFIED 42.36425,MODIFIED -74.06596806
MODIFIED 1I9,MODIFIED DELPHI MUNICIPAL,MODIFIED DELPHI,MODIFIED IN,MODIFIED USA,MODIFIED 40.54281417,MODIFIED -86.68167194
MODIFIED 1J0,MODIFIED TRI-COUNTY,MODIFIED BONIFAY,MODIFIED FL,MODIFIED USA,MODIFIED 30.84577778,MODIFIED -85.60138889
MODIFIED 1K2,MODIFIED LINDSAY MUNICIPAL,MODIFIED LINDSAY,MODIFIED OK,MODIFIED USA,MODIFIED 34.85007333,MODIFIED -97.58642028
MODIFIED 1K4,MODIFIED DAVID J. PERRY,MODIFIED GOLDSBY,MODIFIED OK,MODIFIED USA,MODIFIED 35.1550675,MODIFIED -97.47039389
MODIFIED 1K5,MODIFIED WAYNOKA MUNICIPAL,MODIFIED WAYNOKA,MODIFIED OK,MODIFIED USA,MODIFIED 36.56670028,MODIFIED -98.85231333
MODIFIED 1K9,MODIFIED SATANTA MUNICIPAL,MODIFIED SATANTA,MODIFIED KS,MODIFIED USA,MODIFIED 37.45419111,MODIFIED -100.9921119
MODIFIED 1L0,MODIFIED ST. JOHN THE BAPTIST PARISH,MODIFIED RESERVE,MODIFIED LA,MODIFIED USA,MODIFIED 30.08720833,MODIFIED -90.58266528
MODIFIED 1L1,MODIFIED LINCOLN CO,MODIFIED PANACA,MODIFIED NV,MODIFIED USA,MODIFIED 37.78746444,MODIFIED -114.4216567
MODIFIED 1L7,MODIFIED ESCALANTE MUNICIPAL,MODIFIED ESCALANTE,MODIFIED UT,MODIFIED USA,MODIFIED 37.74532639,MODIFIED -111.5701653
MODIFIED 1L9,MODIFIED PAROWAN,MODIFIED PAROWAN,MODIFIED UT,MODIFIED USA,MODIFIED 37.85969694,MODIFIED -112.816055
MODIFIED 1M1,MODIFIED NORTH LITTLE ROCK MUNICIPAL,MODIFIED NO LIT ROCK,MODIFIED AR,MODIFIED USA,MODIFIED 34.83398056,MODIFIED -92.25792778
MODIFIED 1M2,MODIFIED BELZONI MUNICIPAL,MODIFIED BELZONI,MODIFIED MS,MODIFIED USA,MODIFIED 33.14518056,MODIFIED -90.51528472
MODIFIED 1M4,MODIFIED POSEY,MODIFIED HALEYVILLE,MODIFIED AL,MODIFIED USA,MODIFIED 34.28034806,MODIFIED -87.60044139
MODIFIED 1M5,MODIFIED PORTLAND MUNICIPAL,MODIFIED PORTLAND,MODIFIED TN,MODIFIED USA,MODIFIED 36.59287528,MODIFIED -86.47691028
MODIFIED 1M7,MODIFIED FULTON,MODIFIED FULTON,MODIFIED KY,MODIFIED USA,MODIFIED 36.52589417,MODIFIED -88.91561611
MODIFIED 1MO,MODIFIED MOUNTAIN GROVE MEMORIAL,MODIFIED MOUNTAIN GROVE,MODIFIED MO,MODIFIED USA,MODIFIED 37.12071889,MODIFIED -92.311245
MODIFIED 1N2,MODIFIED SPADARO,MODIFIED EAST MORICHES,MODIFIED NY,MODIFIED USA,MODIFIED 40.82787639,MODIFIED -72.74871083
MODIFIED 1N4,MODIFIED WOODBINE MUNI,MODIFIED WOODBINE,MODIFIED NJ,MODIFIED USA,MODIFIED 39.21915,MODIFIED -74.794765
MODIFIED 1N7,MODIFIED BLAIRSTOWN,MODIFIED BLAIRSTOWN,MODIFIED NJ,MODIFIED USA,MODIFIED 40.97114556,MODIFIED -74.99747556
MODIFIED 1N9,MODIFIED ALLENTOWN QUEEN CITY MUNI,MODIFIED ALLENTOWN,MODIFIED PA,MODIFIED USA,MODIFIED 40.57027778,MODIFIED -75.48830556
MODIFIED 1ND3,MODIFIED HAMRY,MODIFIED KINDRED,MODIFIED ND,MODIFIED USA,MODIFIED 46.6485775,MODIFIED -97.00564306
MODIFIED 1O1,MODIFIED GRANDFIELD MUNICIPAL,MODIFIED GRANDFIELD,MODIFIED OK,MODIFIED USA,MODIFIED 34.23758944,MODIFIED -98.74200917
MODIFIED 1O2,MODIFIED LAMPSON,MODIFIED LAKEPORT,MODIFIED CA,MODIFIED USA,MODIFIED 38.99017472,MODIFIED -122.8997175
MODIFIED 1O3,MODIFIED LODI,MODIFIED LODI,MODIFIED CA,MODIFIED USA,MODIFIED 38.20241667,MODIFIED -121.2684167
MODIFIED 1O4,MODIFIED THOMAS MUNICIPAL,MODIFIED THOMAS,MODIFIED OK,MODIFIED USA,MODIFIED 35.73338222,MODIFIED -98.73063833
MODIFIED 1O6,MODIFIED DUNSMUIR MUNICIPAL-MOTT,MODIFIED DUNSMUIR,MODIFIED CA,MODIFIED USA,MODIFIED 41.26320889,MODIFIED -122.2719528
MODIFIED 1R1,MODIFIED JENA,MODIFIED JENA,MODIFIED LA,MODIFIED USA,MODIFIED 31.671005,MODIFIED -92.15846722
MODIFIED 1R7,MODIFIED BROOKHAVEN-LINCOLN COUNTY,MODIFIED BROOKHAVEN,MODIFIED MS,MODIFIED USA,MODIFIED 31.6058475,MODIFIED -90.40931583
MODIFIED 1R8,MODIFIED BAY MINETTE MUNICIPAL,MODIFIED BAY MINETTE,MODIFIED AL,MODIFIED USA,MODIFIED 30.87046278,MODIFIED -87.81738167
MODIFIED 1S0,MODIFIED PIERCE COUNTY,MODIFIED PUYALLUP,MODIFIED WA,MODIFIED USA,MODIFIED 47.10391667,MODIFIED -122.2871944
MODIFIED 1S3,MODIFIED TILLITT,MODIFIED FORSYTH,MODIFIED MT,MODIFIED USA,MODIFIED 46.27110639,MODIFIED -106.6239206
MODIFIED 1S5,MODIFIED SUNNYSIDE MUNICIPAL,MODIFIED SUNNYSIDE,MODIFIED WA,MODIFIED USA,MODIFIED 46.32763139,MODIFIED -119.9705964
MODIFIED 1S6,MODIFIED PRIEST RIVER MUNI,MODIFIED PRIEST RIVER,MODIFIED ID,MODIFIED USA,MODIFIED 48.19018611,MODIFIED -116.9093644
MODIFIED 1U7,MODIFIED BEAR LAKE COUNTY,MODIFIED PARIS,MODIFIED ID,MODIFIED USA,MODIFIED 42.24714972,MODIFIED -111.33826
MODIFIED 1V0,MODIFIED NAVAJO STATE PARK,MODIFIED NAVAJO DAM,MODIFIED NM,MODIFIED USA,MODIFIED 36.80833833,MODIFIED -107.6514444
MODIFIED 1V2,MODIFIED GRANT COUNTY,MODIFIED HYANNIS,MODIFIED NE,MODIFIED USA,MODIFIED 42.00942944,MODIFIED -101.7693439
MODIFIED 1V5,MODIFIED BOULDER MUNI,MODIFIED BOULDER,MODIFIED CO,MODIFIED USA,MODIFIED 40.03942972,MODIFIED -105.2258217
MODIFIED 1V6,MODIFIED FREMONT COUNTY,MODIFIED CANON CITY,MODIFIED CO,MODIFIED USA,MODIFIED 38.42838111,MODIFIED -105.1054994
MODIFIED 1V9,MODIFIED BLAKE,MODIFIED DELTA,MODIFIED CO,MODIFIED USA,MODIFIED 38.78539722,MODIFIED -108.0636611
MODIFIED 20A,MODIFIED ROBBINS,MODIFIED ONEONTA,MODIFIED AL,MODIFIED USA,MODIFIED 33.97231972,MODIFIED -86.37942722
MODIFIED 20M,MODIFIED MACON MUNICIPAL,MODIFIED MACON,MODIFIED MS,MODIFIED USA,MODIFIED 33.13345889,MODIFIED -88.53559806
MODIFIED 20N,MODIFIED KINGSTON-ULSTER,MODIFIED KINGSTON,MODIFIED NY,MODIFIED USA,MODIFIED 41.9852525,MODIFIED -73.96409722
MODIFIED 20U,MODIFIED BEACH,MODIFIED BEACH,MODIFIED ND,MODIFIED USA,MODIFIED 46.92362444,MODIFIED -103.9785389
MODIFIED 20V,MODIFIED MCELROY AIRFIELD,MODIFIED KREMMLING,MODIFIED CO,MODIFIED USA,MODIFIED 40.05367972,MODIFIED -106.3689467
MODIFIED 21D,MODIFIED LAKE ELMO,MODIFIED ST PAUL,MODIFIED MN,MODIFIED USA,MODIFIED 44.99748861,MODIFIED -92.85568111
MODIFIED 21F,MODIFIED JACKSBORO MUNICIPAL,MODIFIED JACKSBORO,MODIFIED TX,MODIFIED USA,MODIFIED 33.228725,MODIFIED -98.14671083
MODIFIED 22B,MODIFIED MOUNTAIN MEADOW AIRSTRIP,MODIFIED BURLINGTON,MODIFIED CT,MODIFIED USA,MODIFIED 41.77287528,MODIFIED -73.01121667
MODIFIED 22I,MODIFIED VINTON COUNTY,MODIFIED MCARTHUR,MODIFIED OH,MODIFIED USA,MODIFIED 39.328125,MODIFIED -82.44182167
MODIFIED 22M,MODIFIED PONTOTOC COUNTY,MODIFIED PONTOTOC,MODIFIED MS,MODIFIED USA,MODIFIED 34.27593833,MODIFIED -89.03839694
MODIFIED 22N,MODIFIED CARBON CTY-JAKE ARNER MEMORIAL,MODIFIED LEHIGHTON,MODIFIED PA,MODIFIED USA,MODIFIED 40.80950889,MODIFIED -75.76149639
MODIFIED 23J,MODIFIED HERLONG,MODIFIED JACKSONVILLE,MODIFIED FL,MODIFIED USA,MODIFIED 30.27778889,MODIFIED -81.80594722
MODIFIED 23M,MODIFIED CLARKE COUNTY,MODIFIED QUITMAN,MODIFIED MS,MODIFIED USA,MODIFIED 32.08487111,MODIFIED -88.73893389
MODIFIED 23N,MODIFIED BAYPORT AERODROME,MODIFIED BAYPORT,MODIFIED NY,MODIFIED USA,MODIFIED 40.75843139,MODIFIED -73.05372083
MODIFIED 23R,MODIFIED DEVINE MUNICIPAL,MODIFIED DEVINE,MODIFIED TX,MODIFIED USA,MODIFIED 29.1384075,MODIFIED -98.94189028
MODIFIED 24A,MODIFIED JACKSON COUNTY,MODIFIED SYLVA,MODIFIED NC,MODIFIED USA,MODIFIED 35.3168625,MODIFIED -83.20936806
MODIFIED 24J,MODIFIED SUWANNEE COUNTY,MODIFIED LIVE OAK,MODIFIED FL,MODIFIED USA,MODIFIED 30.30105583,MODIFIED -83.02318778
MODIFIED 24N,MODIFIED JICARILLA APACHE NATION,MODIFIED DULCE,MODIFIED NM,MODIFIED USA,MODIFIED 36.828535,MODIFIED -106.8841914
MODIFIED 25J,MODIFIED CUTHBERT-RANDOLPH,MODIFIED CUTHBERT,MODIFIED GA,MODIFIED USA,MODIFIED 31.70016583,MODIFIED -84.82492194
MODIFIED 25M,MODIFIED RIPLEY,MODIFIED RIPLEY,MODIFIED MS,MODIFIED USA,MODIFIED 34.72226778,MODIFIED -89.01504944
MODIFIED 25R,MODIFIED INTERNATIONAL,MODIFIED EDINBURG,MODIFIED TX,MODIFIED USA,MODIFIED 26.44201083,MODIFIED -98.12945306
MODIFIED 26A,MODIFIED ASHLAND/LINEVILLE,MODIFIED ASHLAND/LINEVILLE,MODIFIED AL,MODIFIED USA,MODIFIED 33.28761417,MODIFIED -85.80412861
MODIFIED 26N,MODIFIED OCEAN CITY MUNI CIPAL,MODIFIED OCEAN CITY,MODIFIED NJ,MODIFIED USA,MODIFIED 39.26347222,MODIFIED -74.60747222
MODIFIED 26R,MODIFIED JACKSON COUNTY,MODIFIED EDNA/GANADO,MODIFIED TX,MODIFIED USA,MODIFIED 29.00101,MODIFIED -96.58194667
MODIFIED 26U,MODIFIED MCDERMITT STATE,MODIFIED MCDERMITT,MODIFIED OR,MODIFIED USA,MODIFIED 42.00211083,MODIFIED -117.7231972
MODIFIED 27A,MODIFIED ELBERT COUNTY-PATZ,MODIFIED ELBERTON,MODIFIED GA,MODIFIED USA,MODIFIED 34.09519722,MODIFIED -82.81586417
MODIFIED 27D,MODIFIED MYERS,MODIFIED CANBY,MODIFIED MN,MODIFIED USA,MODIFIED 44.72801889,MODIFIED -96.26309972
MODIFIED 27J,MODIFIED NEWBERRY MUNICIPAL,MODIFIED NEWBERRY,MODIFIED SC,MODIFIED USA,MODIFIED 34.30927778,MODIFIED -81.63972222
MODIFIED 27K,MODIFIED GEORGETOWN-SCOTT COUNTY,MODIFIED GEORGETOWN,MODIFIED KY,MODIFIED USA,MODIFIED 38.23442528,MODIFIED -84.43468667
MODIFIED 28J,MODIFIED KAY LARKIN,MODIFIED PALATKA,MODIFIED FL,MODIFIED USA,MODIFIED 29.65863889,MODIFIED -81.68855556
MODIFIED 29D,MODIFIED GROVE CITY,MODIFIED GROVE CITY,MODIFIED PA,MODIFIED USA,MODIFIED 41.14597611,MODIFIED -80.16592194
MODIFIED 29G,MODIFIED PORTAGE COUNTY,MODIFIED RAVENNA,MODIFIED OH,MODIFIED USA,MODIFIED 41.210195,MODIFIED -81.25163083
MODIFIED 29S,MODIFIED GARDINER,MODIFIED GARDINER,MODIFIED MT,MODIFIED USA,MODIFIED 45.04993556,MODIFIED -110.7466008
MODIFIED 2A0,MODIFIED MARK ANTON,MODIFIED DAYTON,MODIFIED TN,MODIFIED USA,MODIFIED 35.48624611,MODIFIED -84.93109722
MODIFIED 2A1,MODIFIED JAMESTOWN MUNICIPAL,MODIFIED JAMESTOWN,MODIFIED TN,MODIFIED USA,MODIFIED 36.34970833,MODIFIED -84.94664472
MODIFIED 2A3,MODIFIED LARSEN BAY,MODIFIED LARSEN BAY,MODIFIED AK,MODIFIED USA,MODIFIED 57.53510667,MODIFIED -153.9784169
MODIFIED 2A9,MODIFIED KOTLIK,MODIFIED KOTLIK,MODIFIED AK,MODIFIED USA,MODIFIED 63.03116111,MODIFIED -163.5299278
MODIFIED 2AK,MODIFIED LIME VILLAGE,MODIFIED LIME VILLAGE,MODIFIED AK,MODIFIED USA,MODIFIED 61.35848528,MODIFIED -155.4403508
MODIFIED 2B3,MODIFIED PARLIN,MODIFIED NEWPORT,MODIFIED NH,MODIFIED USA,MODIFIED 43.38812944,MODIFIED -72.18925417
MODIFIED 2B7,MODIFIED PITTSFIELD MUNICIPAL,MODIFIED PITTSFIELD,MODIFIED ME,MODIFIED USA,MODIFIED 44.76852778,MODIFIED -69.37441667
MODIFIED 2B9,MODIFIED POST MILLS,MODIFIED POST MILLS,MODIFIED VT,MODIFIED USA,MODIFIED 43.884235,MODIFIED -72.25370333
MODIFIED 2D1,MODIFIED BARBER,MODIFIED ALLIANCE,MODIFIED OH,MODIFIED USA,MODIFIED 40.97089139,MODIFIED -81.09981889
MODIFIED 2D5,MODIFIED OAKES MUNICIPAL,MODIFIED OAKES,MODIFIED ND,MODIFIED USA,MODIFIED 46.17301972,MODIFIED -98.07987556
MODIFIED 2F5,MODIFIED LAMESA MUNICIPAL,MODIFIED LAMESA,MODIFIED TX,MODIFIED USA,MODIFIED 32.75627778,MODIFIED -101.9194722
MODIFIED 2F6,MODIFIED SKIATOOK MUNICIPAL,MODIFIED SKIATOOK,MODIFIED OK,MODIFIED USA,MODIFIED 36.357035,MODIFIED -96.01138556
MODIFIED 2F7,MODIFIED COMMERCE MUNICIPAL,MODIFIED COMMERCE,MODIFIED TX,MODIFIED USA,MODIFIED 33.29288889,MODIFIED -95.89641806
MODIFIED 2F8,MODIFIED MOREHOUSE MEMORIAL,MODIFIED BASTROP,MODIFIED LA,MODIFIED USA,MODIFIED 32.75607944,MODIFIED -91.88057194
MODIFIED 2G2,MODIFIED JEFFERSON COUNTY AIRPARK,MODIFIED STEUBENVILLE,MODIFIED OH,MODIFIED USA,MODIFIED 40.35944306,MODIFIED -80.70007806
MODIFIED 2G3,MODIFIED CONNELLSVILLE,MODIFIED CONNELLSVILLE,MODIFIED PA,MODIFIED USA,MODIFIED 39.95893667,MODIFIED -79.65713306
MODIFIED 2G4,MODIFIED GARRETT COUNTY,MODIFIED OAKLAND,MODIFIED MD,MODIFIED USA,MODIFIED 39.58027778,MODIFIED -79.33941667
MODIFIED 2G9,MODIFIED SOMERSET COUNTY,MODIFIED SOMERSET,MODIFIED PA,MODIFIED USA,MODIFIED 40.03911111,MODIFIED -79.01455556
MODIFIED 2H0,MODIFIED SHELBY COUNTY,MODIFIED SHELBYVILLE,MODIFIED IL,MODIFIED USA,MODIFIED 39.41042861,MODIFIED -88.8454325
MODIFIED 2H2,MODIFIED AURORA MEMORIAL MUNICIPAL,MODIFIED AURORA,MODIFIED MO,MODIFIED USA,MODIFIED 36.96230778,MODIFIED -93.69531111
MODIFIED 2I0,MODIFIED MADISONVILLE MUNICIPAL,MODIFIED MADISONVILLE,MODIFIED KY,MODIFIED USA,MODIFIED 37.35502778,MODIFIED -87.39963889
MODIFIED 2I5,MODIFIED CHANUTE,MODIFIED RANTOUL,MODIFIED IL,MODIFIED USA,MODIFIED 40.29355556,MODIFIED -88.14236111
MODIFIED 2IS,MODIFIED AIRGLADES,MODIFIED CLEWISTON,MODIFIED FL,MODIFIED USA,MODIFIED 26.74200972,MODIFIED -81.04978917
MODIFIED 2J2,MODIFIED LIBERTY COUNTY,MODIFIED HINESVILLE,MODIFIED GA,MODIFIED USA,MODIFIED 31.78461111,MODIFIED -81.64116667
MODIFIED 2J3,MODIFIED LOUISVILLE MUNICIPAL,MODIFIED LOUISVILLE,MODIFIED GA,MODIFIED USA,MODIFIED 32.98654083,MODIFIED -82.38568139
MODIFIED 2J5,MODIFIED MILLEN,MODIFIED MILLEN,MODIFIED GA,MODIFIED USA,MODIFIED 32.89376972,MODIFIED -81.96511583
MODIFIED 2J9,MODIFIED QUINCY MUNICIPAL,MODIFIED QUINCY,MODIFIED FL,MODIFIED USA,MODIFIED 30.59786111,MODIFIED -84.55741667
MODIFIED 2K3,MODIFIED STANTON COUNTY MUNICIPAL,MODIFIED JOHNSON,MODIFIED KS,MODIFIED USA,MODIFIED 37.58271111,MODIFIED -101.73281
MODIFIED 2K4,MODIFIED SCOTT,MODIFIED MANGUM,MODIFIED OK,MODIFIED USA,MODIFIED 34.89172583,MODIFIED -99.52675667
MODIFIED 2K5,MODIFIED TELIDA,MODIFIED TELIDA,MODIFIED AK,MODIFIED USA,MODIFIED 63.39387278,MODIFIED -153.2689733
MODIFIED 2M0,MODIFIED PRINCETON-CALDWELL COUNTY,MODIFIED PRINCETON,MODIFIED KY,MODIFIED USA,MODIFIED 37.11560444,MODIFIED -87.85556944
MODIFIED 2M2,MODIFIED LAWRENCEBURG MUNICIPAL,MODIFIED LAWRENCEBURG,MODIFIED TN,MODIFIED USA,MODIFIED 35.2343025,MODIFIED -87.25793222
MODIFIED 2M3,MODIFIED SALLISAW MUNICIPAL,MODIFIED SALLISAW,MODIFIED OK,MODIFIED USA,MODIFIED 35.43816667,MODIFIED -94.80277778
MODIFIED 2M4,MODIFIED G. V. MONTGOMERY,MODIFIED FOREST,MODIFIED MS,MODIFIED USA,MODIFIED 32.35347778,MODIFIED -89.48867944
MODIFIED 2M8,MODIFIED CHARLES W. BAKER,MODIFIED MILLINGTON,MODIFIED TN,MODIFIED USA,MODIFIED 35.27897583,MODIFIED -89.93147611
MODIFIED 2O1,MODIFIED GANSNER,MODIFIED QUINCY,MODIFIED CA,MODIFIED USA,MODIFIED 39.94378056,MODIFIED -120.9468983
MODIFIED 2O3,MODIFIED ANGWIN-PARRETT,MODIFIED ANGWIN,MODIFIED CA,MODIFIED USA,MODIFIED 38.57851778,MODIFIED -122.4352572
MODIFIED 2O6,MODIFIED CHOWCHILLA,MODIFIED CHOWCHILLA,MODIFIED CA,MODIFIED USA,MODIFIED 37.11244417,MODIFIED -120.2468406
MODIFIED 2O7,MODIFIED INDEPENDENCE,MODIFIED INDEPENDENCE,MODIFIED CA,MODIFIED USA,MODIFIED 36.81382111,MODIFIED -118.2050956
MODIFIED 2O8,MODIFIED HINTON MUNICIPAL,MODIFIED HINTON,MODIFIED OK,MODIFIED USA,MODIFIED 35.50592472,MODIFIED -98.34236111
MODIFIED 2P2,MODIFIED WASHINGTON ISLAND,MODIFIED WASHINGTON ISLAND,MODIFIED WI,MODIFIED USA,MODIFIED 45.38620833,MODIFIED -86.92448056
MODIFIED 2Q3,MODIFIED YOLO CO-DAVIS/WOODLAND/WINTERS,MODIFIED DAVIS/WOODLAND/WINTERS,MODIFIED CA,MODIFIED USA,MODIFIED 38.5790725,MODIFIED -121.8566322
MODIFIED 2R0,MODIFIED WAYNESBORO MUNICIPAL,MODIFIED WAYNESBORO,MODIFIED MS,MODIFIED USA,MODIFIED 31.64599472,MODIFIED -88.63475667
MODIFIED 2R4,MODIFIED PETER PRINCE,MODIFIED MILTON,MODIFIED FL,MODIFIED USA,MODIFIED 30.63762083,MODIFIED -86.99365278
MODIFIED 2R5,MODIFIED ST ELMO,MODIFIED ST ELMO,MODIFIED AL,MODIFIED USA,MODIFIED 30.50190833,MODIFIED -88.27511667
MODIFIED 2R9,MODIFIED KARNES COUNTY,MODIFIED KENEDY,MODIFIED TX,MODIFIED USA,MODIFIED 28.8250075,MODIFIED -97.86558333
MODIFIED 2S1,MODIFIED VASHON MUNICIPAL,MODIFIED VASHON,MODIFIED WA,MODIFIED USA,MODIFIED 47.45815333,MODIFIED -122.4773506
MODIFIED 2S6,MODIFIED SPORTSMAN AIRPARK,MODIFIED NEWBERG,MODIFIED OR,MODIFIED USA,MODIFIED 45.29567333,MODIFIED -122.9553783
MODIFIED 2S7,MODIFIED CHILOQUIN STATE,MODIFIED CHILOQUIN,MODIFIED OR,MODIFIED USA,MODIFIED 42.58319167,MODIFIED -121.8761261
MODIFIED 2S8,MODIFIED WILBUR,MODIFIED WILBUR,MODIFIED WA,MODIFIED USA,MODIFIED 47.75320639,MODIFIED -118.7438936
MODIFIED 2T1,MODIFIED MULESHOE MUNICIPAL,MODIFIED MULESHOE,MODIFIED TX,MODIFIED USA,MODIFIED 34.18513639,MODIFIED -102.6410981
MODIFIED 2V1,MODIFIED STEVENS,MODIFIED PAGOSA SPRINGS,MODIFIED CO,MODIFIED USA,MODIFIED 37.277505,MODIFIED -107.0558742
MODIFIED 2V2,MODIFIED VANCE BRAND,MODIFIED LONGMONT,MODIFIED CO,MODIFIED USA,MODIFIED 40.16367139,MODIFIED -105.1630369
MODIFIED 2V5,MODIFIED WRAY MUNICIPAL,MODIFIED WRAY,MODIFIED CO,MODIFIED USA,MODIFIED 40.10032333,MODIFIED -102.24096
MODIFIED 2V6,MODIFIED YUMA MUNICIPAL,MODIFIED YUMA,MODIFIED CO,MODIFIED USA,MODIFIED 40.10415306,MODIFIED -102.7129869
MODIFIED 2W5,MODIFIED MARYLAND,MODIFIED INDIAN HEAD,MODIFIED MD,MODIFIED USA,MODIFIED 38.60053667,MODIFIED -77.07296917
MODIFIED 2W6,MODIFIED CAPTAIN WALTER FRANCIS DUKE REGIONAL,MODIFIED LEONARDTOWN,MODIFIED MD,MODIFIED USA,MODIFIED 38.31536111,MODIFIED -76.55011111
MODIFIED 2Y3,MODIFIED YAKUTAT SPB,MODIFIED YAKUTAT,MODIFIED AK,MODIFIED USA,MODIFIED 59.5624775,MODIFIED -139.7410994
MODIFIED 2Y4,MODIFIED ROCKWELL CITY MUNICIPAL,MODIFIED ROCKWELL CITY,MODIFIED IA,MODIFIED USA,MODIFIED 42.38748056,MODIFIED -94.61803333
MODIFIED 31F,MODIFIED GAINES COUNTY,MODIFIED SEMINOLE,MODIFIED TX,MODIFIED USA,MODIFIED 32.67535389,MODIFIED -102.652685
MODIFIED 32M,MODIFIED NORFOLK,MODIFIED NORFOLK,MODIFIED MA,MODIFIED USA,MODIFIED 42.12787528,MODIFIED -71.37033556
MODIFIED 32S,MODIFIED STEVENSVILLE,MODIFIED STEVENSVILLE,MODIFIED MT,MODIFIED USA,MODIFIED 46.52511111,MODIFIED -114.0528056
MODIFIED 33J,MODIFIED GENEVA MUNICIPAL,MODIFIED GENEVA,MODIFIED AL,MODIFIED USA,MODIFIED 31.05527778,MODIFIED -85.88033333
MODIFIED 33M,MODIFIED WATER VALLEY,MODIFIED WATER VALLEY,MODIFIED MS,MODIFIED USA,MODIFIED 34.16677639,MODIFIED -89.68619722
MODIFIED 33N,MODIFIED DELAWARE AIRPARK,MODIFIED DOVER,MODIFIED DE,MODIFIED USA,MODIFIED 39.21837556,MODIFIED -75.59642667
MODIFIED 33S,MODIFIED PRU,MODIFIED RITZVILLE,MODIFIED WA,MODIFIED USA,MODIFIED 47.12487194,MODIFIED -118.3927539
MODIFIED 34A,MODIFIED LAURENS COUNTY,MODIFIED LAURENS,MODIFIED SC,MODIFIED USA,MODIFIED 34.50705556,MODIFIED -81.94719444
MODIFIED 35A,"MODIFIED UNION COUNTY, TROY SHELTON",MODIFIED UNION,MODIFIED SC,MODIFIED USA,MODIFIED 34.68680111,MODIFIED -81.64121167
MODIFIED 35D,MODIFIED PADGHAM,MODIFIED ALLEGAN,MODIFIED MI,MODIFIED USA,MODIFIED 42.53098278,MODIFIED -85.82513556
MODIFIED 35S,MODIFIED WASCO STATE,MODIFIED WASCO,MODIFIED OR,MODIFIED USA,MODIFIED 45.58944444,MODIFIED -120.6741667
MODIFIED 36K,MODIFIED LAKIN,MODIFIED LAKIN,MODIFIED KS,MODIFIED USA,MODIFIED 37.96946389,MODIFIED -101.2554472
MODIFIED 36S,MODIFIED HAPPY CAMP,MODIFIED HAPPY CAMP,MODIFIED CA,MODIFIED USA,MODIFIED 41.79067944,MODIFIED -123.3889444
MODIFIED 36U,MODIFIED HEBER CITY MUNICIPAL/RUSS MCDONALD,MODIFIED HEBER,MODIFIED UT,MODIFIED USA,MODIFIED 40.48180556,MODIFIED -111.4288056
MODIFIED 37T,MODIFIED CALICO ROCK-IZARD COUNTY,MODIFIED CALICO ROCK,MODIFIED AR,MODIFIED USA,MODIFIED 36.16565278,MODIFIED -92.14523611
MODIFIED 37W,MODIFIED HARNETT COUNTY,MODIFIED ERWIN,MODIFIED NC,MODIFIED USA,MODIFIED 35.37880028,MODIFIED -78.73362917
MODIFIED 38A,MODIFIED SHAKTOOLIK,MODIFIED SHAKTOOLIK,MODIFIED AK,MODIFIED USA,MODIFIED 64.36263194,MODIFIED -161.2025369
MODIFIED 38S,MODIFIED DEER LODGE-CITY-COUNTY,MODIFIED DEER LODGE,MODIFIED MT,MODIFIED USA,MODIFIED 46.38881583,MODIFIED -112.7669842
MODIFIED 38U,MODIFIED WAYNE WONDERLAND,MODIFIED LOA,MODIFIED UT,MODIFIED USA,MODIFIED 38.36247972,MODIFIED -111.5960164
MODIFIED 39N,MODIFIED PRINCETON,MODIFIED PRINCETON,MODIFIED NJ,MODIFIED USA,MODIFIED 40.39834833,MODIFIED -74.65760361
MODIFIED 3A0,MODIFIED GROVE HILL MUNICIPAL,MODIFIED GROVE HILL,MODIFIED AL,MODIFIED USA,MODIFIED 31.68932389,MODIFIED -87.7613875
MODIFIED 3A1,MODIFIED FOLSOM,MODIFIED CULLMAN,MODIFIED AL,MODIFIED USA,MODIFIED 34.26870833,MODIFIED -86.85833611
MODIFIED 3A2,MODIFIED NEW TAZEWELL MUNICIPAL,MODIFIED TAZEWELL,MODIFIED TN,MODIFIED USA,MODIFIED 36.41008417,MODIFIED -83.55546167
MODIFIED 3A3,MODIFIED ANSON COUNTY,MODIFIED WADESBORO,MODIFIED NC,MODIFIED USA,MODIFIED 35.02397611,MODIFIED -80.08127333
MODIFIED 3AU,MODIFIED AUGUSTA MUNICIPAL,MODIFIED AUGUSTA,MODIFIED KS,MODIFIED USA,MODIFIED 37.67162778,MODIFIED -97.07787222
